['0.20912', '12.69911', '0.02208', '4.47809', '0.00150', '-2.41683', '48.64049', '-3.35735'] 0.01121538108888889
['0.21839', '12.52494', '0.00286', '4.70294', '0.00420', '-2.30658', '32.90442', '-3.07678'] 0.003280689711111111
['0.15921', '12.51801', '0.00373', '4.70129', '0.00438', '-2.30344', '32.27924', '-3.06918'] 0.003280689711111111
['0.10617', '12.51107', '0.00479', '4.69911', '0.00471', '-2.30072', '31.65431', '-3.06264'] 0.003280689711111111
['0.06821', '12.50414', '0.00588', '4.69727', '0.00514', '-2.29816', '31.02968', '-3.05660'] 0.003280689711111111
['0.04640', '12.49721', '0.00685', '4.69652', '0.00559', '-2.29554', '30.40538', '-3.05069'] 0.003280689711111111
['0.03729', '12.49028', '0.00758', '4.69734', '0.00603', '-2.29266', '29.78143', '-3.04465'] 0.003280689711111111
['0.03601', '12.48336', '0.00512', '4.72153', '0.00641', '-2.28939', '29.15784', '-3.03838'] 0.003280689711111111
['0.03822', '12.47643', '0.00452', '4.73212', '0.00668', '-2.28553', '28.53462', '-3.03186'] 0.003280689711111111
['0.04099', '12.46951', '0.00527', '4.73519', '0.00717', '-2.28224', '27.91176', '-3.02511'] 0.003280689711111111
['0.04288', '12.46259', '0.00634', '4.73634', '0.00772', '-2.27885', '27.28927', '-3.01813'] 0.003280689711111111
['0.04360', '12.45568', '0.00760', '4.73639', '0.00830', '-2.27527', '26.66713', '-3.01095'] 0.007095445177777778
['0.04346', '12.44876', '0.00892', '4.73609', '0.00890', '-2.27137', '26.04535', '-3.00348'] 0.012436102844444444
['0.04537', '12.44185', '0.01020', '4.73603', '0.01040', '-2.26608', '25.42397', '-2.99543'] 0.013199053944444445
['0.05896', '12.43494', '0.01136', '4.73665', '0.01055', '-2.25822', '24.80303', '-2.98642'] 0.013351644155555554
['0.08731', '12.42803', '0.01235', '4.73821', '0.01061', '-2.25012', '24.18253', '-2.97640'] 0.015030136566666666
['0.11919', '12.42113', '0.01352', '4.73888', '0.01063', '-2.24199', '23.56246', '-2.96548'] 0.022354467077777777
['0.14669', '12.41423', '0.01515', '4.73740', '0.01094', '-2.23507', '22.94282', '-2.95369'] 0.026169222555555555
['0.17366', '12.40733', '0.01697', '4.73538', '0.01137', '-2.22870', '22.32365', '-2.94079'] 0.027847714966666666
['0.21157', '12.40043', '0.01887', '4.73340', '0.01193', '-2.22289', '21.70495', '-2.92662'] 0.050583657588888886
['0.25669', '12.39353', '0.02074', '4.73222', '0.01263', '-2.21762', '21.08675', '-2.91097'] 0.08735790035555556
['0.31368', '12.38664', '0.02240', '4.73266', '0.01345', '-2.21288', '20.46922', '-2.89259'] 0.09483482108888888
['0.43260', '12.37975', '0.02123', '4.75335', '0.01435', '-2.20872', '19.85255', '-2.86984'] 0.09483482108888888
['0.63841', '12.37286', '0.01882', '4.77849', '0.01523', '-2.20519', '19.23679', '-2.84258'] 0.09483482108888888
['0.86277', '12.36598', '0.01728', '4.79667', '0.01606', '-2.20215', '18.62181', '-2.81187'] 0.09483482108888888
['1.04454', '12.35910', '0.01606', '4.81135', '0.01683', '-2.19932', '18.00746', '-2.77904'] 0.09483482108888888
['1.16286', '12.35221', '0.01505', '4.82344', '0.01754', '-2.19638', '17.39359', '-2.74520'] 0.09483482108888888
['1.22308', '12.34533', '0.01436', '4.83275', '0.01816', '-2.19300', '16.78009', '-2.71105'] 0.09483482108888888
['1.24215', '12.33845', '0.01408', '4.83904', '0.01863', '-2.18889', '16.16691', '-2.67690'] 0.09483482108888888
['1.23875', '12.33158', '0.01430', '4.84211', '0.01592', '-2.16813', '15.55404', '-2.64278'] 0.09483482108888888
['1.22759', '12.32471', '0.01509', '4.84185', '0.01480', '-2.15569', '14.94148', '-2.60859'] 0.09483482108888888
['1.21745', '12.31783', '0.01649', '4.83822', '0.01386', '-2.14452', '14.32924', '-2.57416'] 0.09483482108888888
['1.21174', '12.31097', '0.01848', '4.83157', '0.01313', '-2.13466', '13.71735', '-2.53932'] 0.09483482108888888
['1.21033', '12.30410', '0.02101', '4.82250', '0.01260', '-2.12613', '13.10579', '-2.50390'] 0.09483482108888888
['1.21153', '12.29723', '0.02392', '4.81218', '0.01233', '-2.11895', '12.49459', '-2.46778'] 0.09483482108888888
['1.21352', '12.29037', '0.02693', '4.80232', '0.01233', '-2.11317', '11.88373', '-2.43077'] 0.09483482108888888
['1.21509', '12.28351', '0.02963', '4.79506', '0.01264', '-2.10876', '11.27322', '-2.39271'] 0.09483482108888888
['1.21577', '12.27665', '0.03157', '4.79255', '0.01329', '-2.10566', '10.66307', '-2.35335'] 0.09483482108888888
['1.21564', '12.26980', '0.01085', '4.92304', '0.01427', '-2.10376', '10.05327', '-2.31244'] 0.09483482108888888
['1.21504', '12.26294', '0.00716', '4.95499', '0.01560', '-2.10282', '9.44383', '-2.26964'] 0.09483482108888888
['1.21432', '12.25609', '0.00371', '4.98432', '0.01722', '-2.10251', '8.83476', '-2.22453'] 0.09483482108888888
['1.21369', '12.24924', '0.00060', '5.01054', '0.01905', '-2.10232', '8.22606', '-2.17663'] 0.09483482108888888
['1.21325', '12.24239', '-0.00208', '5.03317', '0.02095', '-2.10161', '7.61774', '-2.12531'] 0.09483482108888888
['1.21298', '12.23555', '-0.00420', '5.05165', '0.02271', '-2.09967', '7.00981', '-2.06981'] 0.09483482108888888
['1.21280', '12.22871', '-0.00561', '5.06537', '0.02411', '-2.09586', '6.40227', '-2.00915'] 0.09483482108888888
['1.21264', '12.22187', '-0.00616', '5.07364', '0.01318', '-2.03996', '5.79515', '-1.94209'] 0.09483482108888888
['1.21247', '12.21503', '-0.00565', '5.07577', '0.01132', '-2.02095', '5.18845', '-1.86696'] 0.09910734722222223
['1.21226', '12.20819', '-0.00390', '5.07118', '0.00967', '-2.00339', '4.58221', '-1.78156'] 0.10933089188888889
['1.21472', '12.20136', '-0.00074', '5.05958', '0.00826', '-1.98735', '3.99948', '-1.69254'] 0.1204699778888889
['1.23278', '12.19453', '0.00382', '5.04149', '0.00710', '-1.97294', '3.63954', '-1.69096'] 0.132372015
['1.28263', '12.18770', '0.00953', '5.01872', '0.00622', '-1.96030', '3.27718', '-1.68902'] 0.13862821388888888
['1.36855', '12.18088', '0.01576', '4.99480', '0.00563', '-1.94958', '2.91265', '-1.68665'] 0.14229037922222224
['1.48211', '12.17405', '0.02149', '4.97472', '0.00537', '-1.94091', '2.54622', '-1.68394'] 0.15693904022222221
['1.60004', '12.16723', '0.01682', '5.01387', '0.00551', '-1.93441', '2.17815', '-1.68107'] 0.17189288166666666
['1.71013', '12.16042', '0.01537', '5.03300', '0.00612', '-1.93014', '1.80867', '-1.67810'] 0.17326619366666665
['1.82979', '12.15360', '0.01481', '5.04584', '0.00725', '-1.92814', '1.43796', '-1.67507'] 0.17967498288888886
['1.96084', '12.14679', '0.01527', '5.05203', '0.00894', '-1.92830', '1.06613', '-1.67210'] 0.17967498288888886
['-1.68367', '12.70935', '0.05437', '2.07448', '0.03645', '-4.83052', '49.52347', '-3.01457'] -0.118486305
['-1.62502', '12.73172', '0.05630', '2.10514', '0.03711', '-4.79355', '48.88232', '-3.08475'] -0.1169604028888889
['-1.58909', '12.75394', '0.05802', '2.13743', '0.03778', '-4.75605', '48.24006', '-3.15283'] -0.1169604028888889
['-1.56434', '12.77600', '0.05951', '2.17146', '0.03868', '-4.72038', '47.59667', '-3.21911'] -0.11680781266666666
['-1.54594', '12.79792', '0.06093', '2.20520', '0.03943', '-4.68205', '46.95215', '-3.28386'] -0.1142137788888889
['-1.53361', '12.81969', '0.06202', '2.24270', '0.04025', '-4.64357', '46.30649', '-3.34723'] -0.10872053101111112
['-1.52440', '12.84132', '0.06287', '2.28203', '0.04115', '-4.60500', '45.65974', '-3.40898'] -0.1030746929111111
['-1.50944', '12.86279', '0.06349', '2.32314', '0.04213', '-4.56639', '45.01195', '-3.46847'] -0.10048065918888888
['-1.47938', '12.88413', '0.06388', '2.36591', '0.04319', '-4.52778', '44.36317', '-3.52513'] -0.10032806896666667
['-1.43446', '12.90532', '0.06406', '2.41024', '0.04431', '-4.48919', '43.71343', '-3.57887'] -0.09864957656666667
['-1.38627', '12.92635', '0.06251', '2.46234', '0.04550', '-4.45062', '43.06272', '-3.63008'] -0.09514000152222223
['-1.34599', '12.94714', '0.06408', '2.50203', '0.04573', '-4.40399', '42.41105', '-3.67908'] -0.09239337758888888
['-1.31334', '12.96763', '0.06583', '2.54147', '0.04642', '-4.36036', '41.75843', '-3.72599'] -0.08964675364444445
['-1.28257', '12.98779', '0.06766', '2.58112', '0.04705', '-4.31571', '41.10488', '-3.77082'] -0.08400091554444444
['-1.25148', '13.00760', '0.06948', '2.62142', '0.04765', '-4.27025', '40.45044', '-3.81348'] -0.07362478065555556
['-1.21731', '13.02706', '0.07117', '2.66280', '0.04823', '-4.22419', '39.79516', '-3.85351'] -0.06736858167777779
['-1.17023', '13.04617', '0.07266', '2.70553', '0.04880', '-4.17774', '39.13916', '-3.89013'] -0.06569008926666667
['-1.10088', '13.06493', '0.07387', '2.74978', '0.04937', '-4.13114', '38.48249', '-3.92302'] -0.06172274356666666
['-1.02039', '13.08335', '0.07478', '2.79560', '0.04994', '-4.08458', '37.82516', '-3.95250'] -0.050888838022222216
['-0.94589', '13.10143', '0.07539', '2.84297', '0.05054', '-4.03820', '37.16718', '-3.97880'] -0.037308308533333334
['-0.87589', '13.11917', '0.07558', '2.89502', '0.05090', '-3.98787', '36.50862', '-4.00151'] -0.018997482266666667
['-0.79186', '13.13660', '0.07533', '2.94728', '0.05154', '-3.94155', '35.84960', '-4.01967'] 0.004196231022222222
['-0.67758', '13.15370', '0.07482', '3.00053', '0.05222', '-3.89592', '35.19031', '-4.03192'] 0.02876325627777778
['-0.51872', '13.17050', '0.07403', '3.05449', '0.05291', '-3.85110', '34.53094', '-4.03670'] 0.04432745861111111
['-0.30666', '13.18699', '0.07296', '3.10882', '0.05358', '-3.80721', '33.87167', '-4.03287'] 0.05607690546666667
['-0.05181', '13.20299', '0.06983', '3.17118', '0.05417', '-3.76434', '33.21258', '-4.02054'] 0.07362478065555556
['0.20992', '13.21682', '0.07014', '3.21637', '0.06964', '-3.80000', '32.55380', '-4.00060'] 0.09834439612222222
['0.45355', '13.22532', '0.07048', '3.26008', '0.06984', '-3.75553', '31.89542', '-3.97362'] 0.12855725944444443
['0.68783', '13.23695', '0.07074', '3.30272', '0.06997', '-3.71195', '31.23716', '-3.93931'] 0.1561760891111111
['0.93965', '13.25242', '0.07081', '3.34478', '0.06991', '-3.66889', '30.57919', '-3.89684'] 0.17463950555555555
['1.22944', '13.26299', '0.07054', '3.38659', '0.06956', '-3.62616', '29.92191', '-3.84573'] 0.19218738077777778
['1.54804', '13.26691', '0.06981', '3.42838', '0.06882', '-3.58365', '29.26555', '-3.78645'] 0.2027161058888889
['1.86397', '13.26658', '0.06847', '3.47062', '0.06765', '-3.54139', '28.61013', '-3.72011'] 0.2027161058888889
['2.15391', '13.26366', '0.06583', '3.52247', '0.06612', '-3.49971', '27.95555', '-3.64849'] 0.20363164722222224
['2.39121', '13.25917', '0.06438', '3.56316', '0.06467', '-3.46018', '27.30159', '-3.57385'] 0.2112611581111111
['2.55264', '13.25370', '0.06297', '3.60131', '0.06308', '-3.42167', '26.64804', '-3.49804'] 0.2201113908888889
['2.64914', '13.24764', '0.06153', '3.63752', '0.06163', '-3.37936', '25.99483', '-3.42186'] 0.2204165713333333
['2.71670', '13.24119', '0.06001', '3.67223', '0.05977', '-3.34101', '25.34193', '-3.34550'] 0.21736476688888887
['2.77779', '13.23451', '0.05837', '3.70571', '0.05776', '-3.30383', '24.68932', '-3.26937'] 0.20012207222222222
['2.82462', '13.22765', '0.05658', '3.73817', '0.05562', '-3.26775', '24.03690', '-3.19430'] 0.18181124588888892
['2.83774', '13.22067', '0.05513', '3.76748', '0.05339', '-3.23289', '23.38450', '-3.12185'] 0.17082475011111112
['2.78464', '13.21361', '0.05418', '3.79350', '0.05165', '-3.20130', '22.73196', '-3.05345'] 0.16685740444444444
['2.66400', '13.20651', '0.05362', '3.81733', '0.05022', '-3.17174', '22.07923', '-2.98964'] 0.16624704355555556
['2.51071', '13.19938', '0.05343', '3.83947', '0.04913', '-3.14405', '21.42637', '-2.92998'] 0.16258487833333332
['2.36749', '13.19224', '0.05350', '3.86059', '0.04839', '-3.11810', '20.77348', '-2.87353'] 0.14595254444444444
['2.25860', '13.18510', '0.05368', '3.88151', '0.04793', '-3.09368', '20.12065', '-2.81969'] 0.11665522244444444
['2.17289', '13.17795', '0.05376', '3.90317', '0.04773', '-3.07045', '19.46785', '-2.76881'] 0.09361409933333334
['2.06302', '13.17079', '0.04986', '3.95057', '0.04774', '-3.04794', '18.81492', '-2.72202'] 0.07621881437777778
['1.88644', '13.16364', '0.04753', '3.98870', '0.04796', '-3.02554', '18.16177', '-2.68011'] 0.0635538262
['1.65207', '13.15648', '0.04566', '4.02454', '0.04832', '-3.00259', '17.50837', '-2.64312'] 0.05012588693333333
['1.39452', '13.14933', '0.04434', '4.05792', '0.04874', '-2.97858', '16.85476', '-2.61050'] 0.03868162051111111
['1.14638', '13.14218', '0.04362', '4.08864', '0.04575', '-2.93403', '16.20104', '-2.58145'] 0.02983138781111111
['0.92198', '13.13504', '0.04359', '4.11643', '0.04481', '-2.89979', '15.54728', '-2.55511'] 0.024338139922222224
['0.72800', '13.12790', '0.04429', '4.14104', '0.04424', '-2.86674', '14.89358', '-2.53063'] 0.021286335544444444
['0.56826', '13.12076', '0.04581', '4.16224', '0.04403', '-2.83485', '14.24004', '-2.50714'] 0.02082856488888889
['0.44523', '13.11362', '0.04816', '4.18005', '0.04418', '-2.80413', '13.58675', '-2.48386'] 0.02082856488888889
['0.35861', '13.10649', '0.05133', '4.19477', '0.04468', '-2.77452', '12.93380', '-2.46004'] 0.02082856488888889
['0.30579', '13.09936', '0.05520', '4.20736', '0.04555', '-2.74603', '12.28127', '-2.43509'] 0.022354467077777777
['0.27921', '13.09223', '0.05944', '4.21965', '0.04678', '-2.71864', '11.62919', '-2.40854'] 0.02311741817777778
['0.27043', '13.08510', '0.06355', '4.23433', '0.04840', '-2.69224', '10.97763', '-2.37997'] 0.02311741817777778
['0.27422', '13.07798', '0.06687', '4.25449', '0.05038', '-2.66664', '10.32661', '-2.34899'] 0.024185549711111108
['0.28381', '13.07086', '0.04801', '4.40182', '0.05271', '-2.64153', '9.67616', '-2.31523'] 0.03517204546666666
['0.29390', '13.06374', '0.04477', '4.46219', '0.05534', '-2.61645', '9.02632', '-2.27816'] 0.06004425116666667
['0.31079', '13.05662', '0.04180', '4.52002', '0.05814', '-2.59083', '8.37720', '-2.23684'] 0.08262760356666667
['0.36612', '13.04951', '0.03924', '4.57437', '0.06091', '-2.56397', '7.72898', '-2.18994'] 0.11039902342222223
['0.49567', '13.04240', '0.03718', '4.62416', '0.06337', '-2.53521', '7.08182', '-2.13612'] 0.15220874344444446
['0.70124', '13.03529', '0.03579', '4.66818', '0.06520', '-2.50403', '6.43590', '-2.07391'] 0.18364232855555554
['0.98476', '13.02819', '0.03523', '4.70514', '0.05326', '-2.41361', '5.79139', '-2.00162'] 0.20027466244444445
['1.35214', '13.02110', '0.03571', '4.73367', '0.05127', '-2.36754', '5.14836', '-1.91761'] 0.22682536044444446
['1.75889', '13.01401', '0.03745', '4.75280', '0.04917', '-2.32366', '4.50683', '-1.81996'] 0.26787212944444444
['2.14780', '13.00692', '0.04062', '4.76228', '0.04699', '-2.28218', '3.86679', '-1.70569'] 0.30067902644444444
['2.52265', '12.99983', '0.04516', '4.76331', '0.04480', '-2.24341', '3.36669', '-1.63737'] 0.32814526588888887
['2.91656', '12.99276', '0.05049', '4.75924', '0.04264', '-2.20768', '3.01757', '-1.63715'] 0.3530174715555556
['3.32473', '12.98568', '0.05551', '4.75578', '0.04055', '-2.17534', '2.66023', '-1.63463'] 0.3795681696666667
['3.72691', '12.97861', '0.05163', '4.80106', '0.03861', '-2.14666', '2.29582', '-1.63027'] 0.40077821011111114
['4.10997', '12.97155', '0.04775', '4.84174', '0.03693', '-2.12190', '1.92543', '-1.62450'] 0.4114595254444445
['4.47157', '12.96448', '0.04465', '4.87376', '0.03561', '-2.10127', '1.55007', '-1.61782'] 0.42931258111111115
['4.79819', '12.95742', '0.04250', '4.89672', '0.03475', '-2.08479', '1.17062', '-1.61070'] 0.43770504311111114
['-0.26464', '11.67244', '0.00540', '2.13646', '-0.01292', '-4.75641', '49.53750', '-0.47223'] -0.03273060196666667
['-0.26961', '11.66576', '0.00603', '2.13500', '-0.01321', '-4.75396', '48.95429', '-0.48466'] -0.04600595102222222
['-0.27895', '11.65910', '0.00651', '2.13429', '-0.01368', '-4.74894', '48.37139', '-0.49868'] -0.0482948043
['-0.31773', '11.65246', '0.00686', '2.13446', '-0.01407', '-4.74416', '47.78879', '-0.51585'] -0.0482948043
['-0.39237', '11.64583', '0.00710', '2.13558', '-0.01434', '-4.73965', '47.20648', '-0.53646'] -0.0482948043
['-0.47533', '11.63923', '0.00742', '2.13557', '-0.01447', '-4.73548', '46.62445', '-0.55975'] -0.0482948043
['-0.54319', '11.63264', '0.00751', '2.13848', '-0.01446', '-4.73172', '46.04273', '-0.58462'] -0.0482948043
['-0.58741', '11.62607', '0.00748', '2.14228', '-0.01433', '-4.72842', '45.46131', '-0.61009'] -0.0482948043
['-0.60958', '11.61952', '0.00733', '2.14690', '-0.01409', '-4.72560', '44.88020', '-0.63550'] -0.0482948043
['-0.61606', '11.61298', '0.00706', '2.15228', '-0.01376', '-4.72326', '44.29941', '-0.66049'] -0.0482948043
['-0.61407', '11.60646', '0.00668', '2.15834', '-0.01333', '-4.72142', '43.71894', '-0.68496'] -0.0490577554
['-0.60939', '11.59994', '0.00510', '2.16929', '-0.01282', '-4.72006', '43.13878', '-0.70895'] -0.05271992065555556
['-0.60584', '11.59344', '0.00597', '2.17088', '-0.01317', '-4.71124', '42.55894', '-0.73270'] -0.05836575875555556
['-0.60802', '11.58696', '0.00698', '2.17222', '-0.01311', '-4.70551', '41.97940', '-0.75672'] -0.06004425116666667
['-0.62350', '11.58048', '0.00806', '2.17364', '-0.01306', '-4.69921', '41.40015', '-0.78162'] -0.0611123827
['-0.65491', '11.57401', '0.00915', '2.17544', '-0.01299', '-4.69245', '40.82119', '-0.80757'] -0.0635538262
['-0.69212', '11.56756', '0.01021', '2.17789', '-0.01289', '-4.68538', '40.24252', '-0.83446'] -0.06935225452222221
['-0.72710', '11.56111', '0.01119', '2.18117', '-0.01274', '-4.67816', '39.66413', '-0.86219'] -0.08018616006666666
['-0.76102', '11.55467', '0.01206', '2.18541', '-0.01251', '-4.67094', '39.08601', '-0.89111'] -0.08415350575555555
['-0.80476', '11.54824', '0.01280', '2.19073', '-0.01250', '-4.65908', '38.50815', '-0.92188'] -0.08415350575555555
['-0.86809', '11.54181', '0.01345', '2.19718', '-0.01212', '-4.65123', '37.93053', '-0.95465'] -0.08461127642222223
['-0.93727', '11.53539', '0.01400', '2.20476', '-0.01158', '-4.64372', '37.35316', '-0.98890'] -0.08751049057777778
['-0.99462', '11.52898', '0.01446', '2.21339', '-0.01089', '-4.63665', '36.77606', '-1.02401'] -0.0957503624
['-1.03545', '11.52257', '0.01484', '2.22301', '-0.01003', '-4.63008', '36.19921', '-1.05969'] -0.10597390707777778
['-1.06951', '11.51617', '0.01515', '2.23357', '-0.00902', '-4.62402', '35.62262', '-1.09632'] -0.11161974522222222
['-1.11555', '11.50977', '0.01516', '2.24865', '-0.00783', '-4.61842', '35.04626', '-1.13457'] -0.1177233538888889
['-1.18282', '11.50338', '0.01522', '2.26239', '-0.00644', '-4.61319', '34.47010', '-1.17477'] -0.1259632257777778
['-1.26290', '11.49699', '0.01529', '2.27697', '-0.00485', '-4.60822', '33.89413', '-1.21704'] -0.13359273666666666
['-1.34920', '11.49060', '0.01444', '2.29624', '-0.00304', '-4.60338', '33.31835', '-1.26144'] -0.14244296944444443
['-1.44070', '11.48422', '0.01594', '2.30720', '0.01380', '-4.68166', '32.74273', '-1.30799'] -0.15175097277777777
['-1.53581', '11.47784', '0.01762', '2.31862', '0.01602', '-4.67426', '32.16727', '-1.35671'] -0.1560234988888889
['-1.63533', '11.47146', '0.01945', '2.33074', '0.01845', '-4.66641', '31.59194', '-1.40756'] -0.15968566411111113
['-1.73706', '11.46509', '0.02139', '2.34379', '0.02098', '-4.65742', '31.01676', '-1.46016'] -0.16884107733333334
['-1.82968', '11.45872', '0.02341', '2.35797', '0.02352', '-4.64674', '30.44172', '-1.51406'] -0.17998016322222224
['-1.91043', '11.45235', '0.02547', '2.37344', '0.02597', '-4.63397', '29.86682', '-1.56920'] -0.18638895244444445
['-1.99248', '11.44599', '0.02754', '2.39035', '0.02830', '-4.61888', '29.29204', '-1.62578'] -0.19401846344444446
['-2.08473', '11.43962', '0.02969', '2.40860', '0.03051', '-4.60141', '28.71735', '-1.68383'] -0.20042725266666667
['-2.18143', '11.43326', '0.03212', '2.42754', '0.02994', '-4.56106', '28.14275', '-1.74323'] -0.204852369
['-2.27872', '11.42691', '0.03467', '2.44780', '0.03266', '-4.54115', '27.56823', '-1.80375'] -0.21202410922222223
['-2.37133', '11.42055', '0.03734', '2.46955', '0.03564', '-4.52093', '26.99381', '-1.86504'] -0.21751735711111111
['-2.45511', '11.41419', '0.04009', '2.49292', '0.03877', '-4.49977', '26.41947', '-1.92687'] -0.21751735711111111
['-2.53373', '11.40784', '0.04359', '2.52072', '0.04194', '-4.47712', '25.84523', '-1.98894'] -0.21751735711111111
['-2.60470', '11.40149', '0.04604', '2.55066', '0.04509', '-4.45261', '25.27111', '-2.05073'] -0.21751735711111111
['-2.65761', '11.39513', '0.04849', '2.58209', '0.04817', '-4.42601', '24.69715', '-2.11166'] -0.21751735711111111
['-2.68994', '11.38878', '0.05093', '2.61506', '0.05113', '-4.39721', '24.12339', '-2.17127'] -0.21751735711111111
['-2.70538', '11.38243', '0.05378', '2.64771', '0.05394', '-4.36605', '23.54984', '-2.22927'] -0.21385519188888888
['-2.70969', '11.37608', '0.05683', '2.68090', '0.05722', '-4.33565', '22.97654', '-2.28545'] -0.208361944
['-2.70612', '11.36974', '0.06010', '2.71459', '0.06065', '-4.30433', '22.40351', '-2.33952'] -0.204852369
['-2.68993', '11.36339', '0.06360', '2.74876', '0.06421', '-4.27198', '21.83081', '-2.39111'] -0.19859617
['-2.65808', '11.35704', '0.06732', '2.78343', '0.06786', '-4.23848', '21.25846', '-2.43999'] -0.17998016322222224
['-2.61419', '11.35069', '0.07124', '2.81876', '0.07158', '-4.20365', '20.68653', '-2.48575'] -0.15358205544444445
['-2.55072', '11.34435', '0.07530', '2.85499', '0.07532', '-4.16733', '20.11513', '-2.52746'] -0.13542381933333333
['-2.43939', '11.33800', '0.07939', '2.89243', '0.07900', '-4.12937', '19.54443', '-2.56392'] -0.12809948877777777
['-2.26366', '11.33165', '0.08335', '2.93145', '0.08251', '-4.08966', '18.97453', '-2.59458'] -0.12443732355555556
['-2.05044', '11.32530', '0.08698', '2.97270', '0.08579', '-4.04808', '18.40545', '-2.61982'] -0.1129930571111111
['-1.84742', '11.31896', '0.08696', '3.03586', '0.08874', '-4.00434', '17.83711', '-2.64051'] -0.09208819714444445
['-1.68142', '11.31262', '0.08789', '3.09379', '0.08817', '-3.93886', '17.26948', '-2.65713'] -0.06080720225555556
['-1.53719', '11.30628', '0.08891', '3.15112', '0.08927', '-3.88309', '16.70263', '-2.66947'] -0.019607843133333334
['-1.37463', '11.29995', '0.09004', '3.20747', '0.09036', '-3.82738', '16.13670', '-2.67654'] 0.013351644155555554
['-1.14893', '11.29361', '0.09130', '3.26232', '0.09139', '-3.77193', '15.57191', '-2.67711'] 0.05699244678888889
['-0.83530', '11.28727', '0.09268', '3.31511', '0.09230', '-3.71700', '15.00844', '-2.67031'] 0.06797894254444445
['-0.44880', '11.28095', '0.09422', '3.36524', '0.09304', '-3.66280', '14.44638', '-2.65581'] 0.06828412298888889
['-0.01666', '11.27462', '0.09589', '3.41241', '0.09361', '-3.60965', '13.88563', '-2.63465'] 0.08308537422222223
['0.37143', '11.26831', '0.09781', '3.45641', '0.09403', '-3.55751', '13.32596', '-2.60860'] 0.09727626458888888
['0.65923', '11.26199', '0.10009', '3.49741', '0.09443', '-3.50652', '12.76719', '-2.57894'] 0.10948348211111111
['0.86758', '11.25567', '0.10275', '3.53588', '0.09491', '-3.45676', '12.20919', '-2.54634'] 0.15632867933333333
['1.02938', '11.24936', '0.10569', '3.57276', '0.09553', '-3.40828', '11.65198', '-2.51084'] 0.20103761344444446
